file_name,habitat,site,predator_cue,year,proportion_vigilant,tree_cover
2021_I04_07230006_Waterbuck.AVI,Open,I04,Cheetah,2021,0,76.69222965
2021_I04_07310077_Waterbuck.AVI,Open,I04,Cheetah,2021,0,52.90749291
2021_I06_06280056_Waterbuck.AVI,Closed,I06,Cheetah,2021,1,54.81980048
2021_I06_07070091_Kudu.AVI,Closed,I06,Cheetah,2021,0.348958333,26.38393597
2021_I06_07110052_Nyala.AVI,Closed,I06,Cheetah,2021,0,18.04794687
2021_I06_07160110_Kudu.AVI,Closed,I06,Cheetah,2021,0.041019956,27.80036691
2021_I08_06250007_Bushbuck.AVI,Closed,I08,Cheetah,2021,0,29.61186262
2021_I08_07070038_Warthog.AVI,Closed,I08,Cheetah,2021,0,54.45275825
2021_I08_07190027_Warthog.AVI,Closed,I08,Cheetah,2021,1,49.95603037
2021_I08_07250010_Nyala.AVI,Closed,I08,Cheetah,2021,0.436521739,19.62260521
2021_I10_07240006_Bushbuck.AVI,Closed,I10,Cheetah,2021,0,28.73395064
2021_I10_07260009_Nyala.AVI,Closed,I10,Cheetah,2021,0,14.23244463
2021_I10_08080007_Warthog.AVI,Closed,I10,Cheetah,2021,1,64.53008382
2021_J03_07120027_Waterbuck.AVI,Open,J03,Cheetah,2021,0.970308789,41.5550403
2021_J03_07170082_Bushbuck.AVI,Open,J03,Cheetah,2021,0.059701493,62.36366654
2021_J03_07190116_Bushbuck.AVI,Open,J03,Cheetah,2021,0.072139303,20.36849622
2021_J03_07200124_Bushbuck.AVI,Open,J03,Cheetah,2021,0,69.62147048
2021_J03_07230007_Waterbuck.AVI,Open,J03,Cheetah,2021,0,66.49418683
2021_J03_07230017_Waterbuck.AVI,Open,J03,Cheetah,2021,0.769035533,14.12758618
2021_J03_07260075_Bushbuck.AVI,Open,J03,Cheetah,2021,0,25.47841805
2021_J03_08040038_Waterbuck.AVI,Open,J03,Cheetah,2021,0.408710218,37.9121202
2021_J03_08050040_Waterbuck.AVI,Open,J03,Cheetah,2021,0.32,32.96629446
2021_J03_08080098_Waterbuck.AVI,Open,J03,Cheetah,2021,0,39.84382319
2021_J13_07050093_Kudu.AVI,Open,J13,Cheetah,2021,0.220244716,21.7586562
